timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741249565214,283,Find flights/submit/firefox-desktop/messaging-system/1/006fe46e-ed92-4367-a981-24e0271c641c-46,200,OK,Thread Group 1-2,text,true,,857,2280,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/006fe46e-ed92-4367-a981-24e0271c641c,283,0,0
1741249565434,261,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-55,204,No Content,Thread Group 1-1,text,true,,605,2707,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249565499,251,Find flights/submit/firefox-desktop/newtab/1/b7c9a313-5966-4db0-bd24-edd2e7465af9-47,200,OK,Thread Group 1-2,text,true,,828,3433,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/b7c9a313-5966-4db0-bd24-edd2e7465af9,251,0,0
1741249565695,265,Find flights/submit/firefox-desktop/newtab/1/6655cb2c-8f14-4908-a72f-cd90aebef034-56,200,OK,Thread Group 1-1,text,true,,774,1493,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/6655cb2c-8f14-4908-a72f-cd90aebef034,265,0,0
1741249565750,253,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-49,204,No Content,Thread Group 1-2,text,true,,605,4259,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249565960,408,Find flights/reserve.php-54,200,OK,Thread Group 1-1,text,true,,2469,626,2,2,https://blazedemo.com/reserve.php,406,0,0
1741249566369,295,Find flights/submit/firefox-desktop/baseline/1/059b1329-e128-43ac-80b5-8ad960a52b6f-57,200,OK,Thread Group 1-1,text,true,,801,2328,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/059b1329-e128-43ac-80b5-8ad960a52b6f,295,0,0
1741249566004,670,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-48,204,No Content,Thread Group 1-2,text,true,,605,4037,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249566675,233,Find flights/submit/firefox-desktop/newtab/1/c5f8ea21-dad0-4306-896f-edaac35723fa-50,200,OK,Thread Group 1-2,text,true,,727,2741,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/c5f8ea21-dad0-4306-896f-edaac35723fa,233,0,0
1741249566665,252,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-58,204,No Content,Thread Group 1-1,text,true,,605,2778,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249566909,258,Find flights/submit/firefox-desktop/use-counters/1/d4e18dc7-cfa5-4bad-9c26-34210da297e0-51,200,OK,Thread Group 1-2,text,true,,941,2124,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/use-counters/1/d4e18dc7-cfa5-4bad-9c26-34210da297e0,258,0,0
1741249566918,272,Find flights/submit/firefox-desktop/usage-reporting/1/668c993a-43e3-4248-9929-ca0e4ca0d101-59,200,OK,Thread Group 1-1,text,true,,796,873,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/usage-reporting/1/668c993a-43e3-4248-9929-ca0e4ca0d101,272,0,0
1741249567167,253,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-52,204,No Content,Thread Group 1-2,text,true,,605,4248,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249567190,297,Find flights/submit/firefox-desktop/newtab/1/257c7b65-4c23-4879-b27f-fa66fb6eec3e-60,200,OK,Thread Group 1-1,text,true,,869,3332,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/257c7b65-4c23-4879-b27f-fa66fb6eec3e,297,0,0
1741249567421,264,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-53,204,No Content,Thread Group 1-2,text,true,,605,3976,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249567488,286,Find flights/submit/firefox-desktop/events/1/d7266e3d-09b6-480c-b436-1afad7430fba-61,200,OK,Thread Group 1-1,text,true,,826,3841,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/events/1/d7266e3d-09b6-480c-b436-1afad7430fba,286,0,0
1741249567775,245,Find flights/submit/firefox-desktop/messaging-system/1/2aeba53b-7608-4487-b99b-fa823f070fe3-62,200,OK,Thread Group 1-1,text,true,,905,2133,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/2aeba53b-7608-4487-b99b-fa823f070fe3,245,0,0
1741249568021,276,Find flights/submit/firefox-desktop/top-sites/1/99a63e5d-79e3-4583-a441-e21e36f188d7-63,200,OK,Thread Group 1-1,text,true,,824,2498,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/99a63e5d-79e3-4583-a441-e21e36f188d7,276,0,0
1741249567685,668,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-55,204,No Content,Thread Group 1-2,text,true,,605,2707,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249568353,228,Find flights/submit/firefox-desktop/newtab/1/6655cb2c-8f14-4908-a72f-cd90aebef034-56,200,OK,Thread Group 1-2,text,true,,856,1493,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/6655cb2c-8f14-4908-a72f-cd90aebef034,228,0,0
1741249568298,305,Find flights/submit/firefox-desktop/newtab/1/aa00b614-3cd8-4486-9465-da240cb3f29a-64,200,OK,Thread Group 1-1,text,true,,708,3695,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/aa00b614-3cd8-4486-9465-da240cb3f29a,305,0,0
1741249568603,277,Find flights/submit/firefox-desktop/messaging-system/1/69ca335b-c575-4a1f-a8b2-ed7d96f55159-65,200,OK,Thread Group 1-1,text,true,,823,2238,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/69ca335b-c575-4a1f-a8b2-ed7d96f55159,277,0,0
1741249568581,403,Find flights/reserve.php-54,200,OK,Thread Group 1-2,text,true,,2338,626,2,2,https://blazedemo.com/reserve.php,402,0,0
1741249568882,512,Find flights/submit/firefox-desktop/newtab/1/634932e7-4c77-4512-b649-a78b55291eb1-66,200,OK,Thread Group 1-1,text,true,,714,2836,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/634932e7-4c77-4512-b649-a78b55291eb1,512,0,0
1741249568985,409,Find flights/submit/firefox-desktop/baseline/1/059b1329-e128-43ac-80b5-8ad960a52b6f-57,200,OK,Thread Group 1-2,text,true,,817,2328,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/059b1329-e128-43ac-80b5-8ad960a52b6f,409,0,0
1741249569394,675,Find flights/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-58,204,No Content,Thread Group 1-2,text,true,,605,2778,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249569394,678,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-68,204,No Content,Thread Group 1-1,text,true,,605,4425,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249570070,271,Find flights/submit/firefox-desktop/usage-reporting/1/668c993a-43e3-4248-9929-ca0e4ca0d101-59,200,OK,Thread Group 1-2,text,true,,921,873,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/usage-reporting/1/668c993a-43e3-4248-9929-ca0e4ca0d101,270,0,0
1741249570341,272,Find flights/submit/firefox-desktop/newtab/1/257c7b65-4c23-4879-b27f-fa66fb6eec3e-60,200,OK,Thread Group 1-2,text,true,,784,3332,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/257c7b65-4c23-4879-b27f-fa66fb6eec3e,271,0,0
1741249570073,686,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-67,204,No Content,Thread Group 1-1,text,true,,605,4363,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249570613,269,Find flights/submit/firefox-desktop/events/1/d7266e3d-09b6-480c-b436-1afad7430fba-61,200,OK,Thread Group 1-2,text,true,,865,3841,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/events/1/d7266e3d-09b6-480c-b436-1afad7430fba,269,0,0
1741249570883,270,Find flights/submit/firefox-desktop/messaging-system/1/2aeba53b-7608-4487-b99b-fa823f070fe3-62,200,OK,Thread Group 1-2,text,true,,871,2133,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/2aeba53b-7608-4487-b99b-fa823f070fe3,270,0,0
1741249571154,241,Find flights/submit/firefox-desktop/top-sites/1/99a63e5d-79e3-4583-a441-e21e36f188d7-63,200,OK,Thread Group 1-2,text,true,,856,2498,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/99a63e5d-79e3-4583-a441-e21e36f188d7,241,0,0
1741249570760,686,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-70,204,No Content,Thread Group 1-1,text,true,,605,2785,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249571396,244,Find flights/submit/firefox-desktop/newtab/1/aa00b614-3cd8-4486-9465-da240cb3f29a-64,200,OK,Thread Group 1-2,text,true,,768,3695,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/aa00b614-3cd8-4486-9465-da240cb3f29a,244,0,0
1741249571447,377,Choose flight/purchase.php-69,200,OK,Thread Group 1-1,text,true,,2563,684,2,2,https://blazedemo.com/purchase.php,376,0,0
1741249571641,275,Find flights/submit/firefox-desktop/messaging-system/1/69ca335b-c575-4a1f-a8b2-ed7d96f55159-65,200,OK,Thread Group 1-2,text,true,,811,2238,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/69ca335b-c575-4a1f-a8b2-ed7d96f55159,275,0,0
1741249571917,263,Find flights/submit/firefox-desktop/newtab/1/634932e7-4c77-4512-b649-a78b55291eb1-66,200,OK,Thread Group 1-2,text,true,,728,2836,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/634932e7-4c77-4512-b649-a78b55291eb1,263,0,0
1741249571824,659,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-71,204,No Content,Thread Group 1-1,text,true,,605,2796,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageviews?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249572484,245,Book flight/submit/firefox-desktop/newtab/1/139f6479-c5ea-414b-ae98-7a3a287b380d-72,200,OK,Thread Group 1-1,text,true,,735,3399,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/139f6479-c5ea-414b-ae98-7a3a287b380d,245,0,0
1741249572181,688,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-68,204,No Content,Thread Group 1-2,text,true,,605,4425,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/form_submissions?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249572730,273,Book flight/submit/firefox-desktop/use-counters/1/99f766a8-d975-4db2-8959-cf1598378ed8-73,200,OK,Thread Group 1-1,text,true,,714,6546,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/use-counters/1/99f766a8-d975-4db2-8959-cf1598378ed8,273,0,0
1741249572870,762,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-67,204,No Content,Thread Group 1-2,text,true,,605,4363,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249573004,687,Book flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-74,204,No Content,Thread Group 1-1,text,true,,605,4531,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/clicks?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249573633,688,Choose flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-70,204,No Content,Thread Group 1-2,text,true,,605,2785,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/pageunloads?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249573692,676,Book flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-75,204,No Content,Thread Group 1-1,text,true,,605,4532,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
1741249574322,390,Choose flight/purchase.php-69,200,OK,Thread Group 1-2,text,true,,2519,684,2,2,https://blazedemo.com/purchase.php,387,0,0
1741249574369,688,Book flight/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9-76,204,No Content,Thread Group 1-1,text,true,,605,4522,2,2,https://blazemeter.datapipe.prodperfect.com/v1/3.0/projects/lXviifSA1NskA4wsG9N6WoWg/events/changes?api_key=8RWMCGFX4X0IRY1GHWDM3HM5WDSJF9LP62BSDULOL3XK7WAIFGDB7EU526O1A0UPLH1S8SJP320LUXJKCHLJX1822GU1KFE80CNW6PXVZ83IOO6LJ731EN164IFVUFMC8DOGYP2MXHN47WGVB192F2PTQRQXCF95OJWAKGOH9S69DZAI5OPJW8QSPDE6LQQ9,0,0,0
